centers 0,centers 1,score,MILLISEC
0.2601727025706388,-0.8342445793114635,0.20198588869717551,50633
0.5458900989527037,-0.23193445164528986,0.0636514169047798,50666
-0.23749597669817488,0.7662066708666984,0.12186644612808631,50699
-1.5606410411374048,-0.19409296317993563,0.1124919932541767,50733
-0.19856010599200297,-1.6878618279973512,0.188495923993001,50766
0.056131472296992765,-1.7749314330506138,0.2322927203508194,50799
-2.289252042286848,0.09259617055964234,0.20965908094663868,50833
0.27910196282084176,-1.4336880337661273,0.11692561688787263,50866
0.3691834102512541,-0.9768864760554375,0.1871627945883656,50899
0.7087427507104309,-0.4132042594208873,0.32366667525341664,50933
-0.27668726335799293,3.1571506811747705,0.3156117448370531,50966
-0.2452989654847289,4.004170360705278,0.5446746097337254,50999
3.8147761905672204,-0.08690404614236379,0.8154434436254561,51033
-0.7005080138111236,2.9535534979032687,0.7466592419754287,51066
0.16791180589708743,3.5895507782892175,0.40966616663535066,51099
2.418383708269978,0.266623179933514,0.49113808811207216,51133
1.5164776363242316,0.070502282804965,0.20782088399108628,51166
1.557317558081921,-0.28593025191417265,0.6759083504019481,51199
-1.7443760607640089,1.9634487564208425,0.9249951693009832,51233
-0.09415115611229247,2.3204620285281603,0.8610157175115427,51266
-0.520816816423255,0.88360238226268,0.23765788170871643,51299
0.2507260911894748,-0.5584438778931059,0.0753676843030166,51333
-0.3151312713284538,0.5162470075215435,0.0572421623703855,51366
0.5257549666047503,-0.5514075274240609,0.11999580218240007,51399
-0.5772784146306547,0.9353262167700946,0.5142043898053095,51433
0.005133811964708317,1.4869274669179657,0.4771087733692349,51466
-0.08228187349060465,1.4985479772956967,0.5764179995143205,51499
1.0484008998705006,-0.4137557336530889,0.5594033549969217,51533
0.15764415486856026,1.897263210634615,0.31141316823127096,51566
-0.04877703267431267,2.0214659781698594,0.12899019838233014,51599
-0.41049276729156015,1.1939076813782314,0.2537647915075969,51633
0.8094107968047024,-0.5247812417619887,0.09553562336731297,51666
-0.6062872210841116,1.0338257392975263,0.13284375231485274,51699
-0.5558568186041307,4.006389032000379,0.31190655612988794,51733
3.9170572586567403,-0.714861941109094,0.2763016554049278,51766
-1.0352514230764995,0.40097599503129133,0.21829906733460444,51799
-0.8355057383938327,0.87317667324197,0.20674486965922728,51833
0.3998194368096516,-0.5927274192705161,0.17685257330215495,51866
1.1177936384736313,-0.14191044963966085,0.20876606762240138,51899
0.339921328223917,2.538460946767434,0.5591241914072608,51933
0.29544882534840794,2.0088940767653227,0.43613584027400354,51966
0.26862417177766224,2.0474006115031833,0.5695514503695668,51999
2.215324646671254,0.7200158891379386,0.3194003145079883,52033
0.22643025892458135,2.5303173224773214,0.27282351065064764,52066
0.4213585989058739,2.754606012216685,0.2727322850930052,52099
0.1587376640516832,1.9509455142659,0.568270858522275,52133
-0.46486423060360754,1.2462049206378392,0.5233833973534119,52166
-1.481239863967771,0.4385838767604491,0.29165299672949596,52199
0.23764350490792518,-1.641390822954735,0.30734311926823454,52233
-0.721005327500542,0.782921058523992,0.18045905070334256,52266
1.4370444501155692,0.23701165821298725,0.1593176241170824,52299
1.6108062734234148,0.5137097733019167,0.2742645941630328,52333
1.6613466481288028,0.1329917326216795,0.27561986463861454,52366
1.4891200708441419,-0.2610079744041948,0.3835688716001036,52399
1.0178490032917904,-0.5983421334242468,0.4051769042095777,52433
0.31844630323234613,-0.9265963530874963,0.39635275527731767,52466
0.25190198125893004,-1.0397856580858473,0.2748960118473716,52499
-0.4749753998536494,0.5641538159843155,0.20021748481396445,52533
-0.07249041283327004,1.4375249370709189,0.11722118373993724,52566
-0.15446856020900337,1.1673604651743597,0.05357692870125185,52599
