center 0,score,MILLISEC
47.868703038348315,930.1872694264224,298297
60.21995524250076,637.3569905912061,298330
33.483836488019904,591.0326940435473,298364
43.7596524843395,818.2928144498404,298397
39.73556287056614,926.4850433592859,298430
31.27136751520345,542.7015737290782,298464
52.34790183351329,468.89717362885585,298497
56.84038164654248,849.9710142753963,298530
37.4067588125457,509.1343951400351,298564
40.06898403335079,558.8765185350801,298597
39.953515161487076,136.91662624082286,298630
51.68010034006746,654.7672288405589,298664
50.03432504976591,614.7663168143666,298697
59.46691911742077,931.0855306821355,298730
50.301650900831724,454.74391665085506,298764
42.60908811709122,154.26560982995585,298797
70.74596012221383,902.2091263861308,298830
60.38386099109673,718.1893318079062,298864
65.32942296068543,1162.2664956238682,298897
54.73785768726574,245.56693580864302,298930
49.716797587866054,211.8400376071561,298964
58.001364591165405,401.64170556270346,298997
57.91354869602137,692.6208774335607,299030
47.68622873355144,643.4235891714133,299064
31.10393938125775,354.14495496704336,299097
40.180429484246446,351.93308646149865,299130
53.76309080477961,733.330067117023,299164
63.801336300318916,642.9894862936069,299197
78.80639509190082,397.7520926192293,299230
42.86688990506447,633.2297498670825,299264
47.562071001361815,242.6494020614171,299297
51.965516791548694,673.5850645872708,299330
54.064419024628386,582.0385955294001,299364
50.78355589149123,736.8304510157861,299397
46.82901056137683,152.24376984245654,299430
44.47002015393828,486.41730750832346,299464
59.92983157728902,814.2152871177726,299497
56.047609222267944,1073.0655004679456,299530
58.94921138301957,1120.7904773200753,299564
57.90741986504929,636.3307245728947,299597
49.6716747094937,751.524731554244,299630
43.81749038210336,977.8275366142792,299664
43.896671018401804,928.0822735022033,299697
54.08028168163655,969.5231332348461,299730
44.36216350885727,184.39844881341236,299764
46.05587006545088,402.05683251430526,299797
56.46082184389384,737.5755967120805,299830
50.662981376427595,369.26231805175087,299864
43.51717506947351,516.0554739727934,299897
38.42011055003795,340.49510532286297,299930
37.178095124246916,71.38924293244789,299964
51.77243437568124,405.0150388157782,299997
50.43097746705971,831.3165117169158,300030
51.384660886980235,749.2166255300442,300064
53.42716927252153,572.9375835253311,300097
42.28411932505097,527.4532529048511,300130
51.10717525086466,672.0566378774074,300164
49.460075241658814,465.10095708944846,300197
55.034434722928644,704.6109947277071,300230
42.77823952068983,458.42222351049065,300264
37.16504381626102,149.95951813539878,300297
49.54351865179599,1375.0397595991433,300330
45.030641876118764,797.041292224739,300364
46.58181440722926,525.3345665304485,300397
41.03923432283547,314.98124619540306,300430
36.807461311212016,354.6107918236306,300464
53.6094230436057,425.42976093171757,300497
49.803031674458616,444.65803603287156,300530
43.572813009163724,192.20996646845214,300564
42.997803845138264,649.3888644950135,300597
57.31113286013219,371.8340502882763,300630
50.05912767614406,563.2837363035081,300664
50.3909764023537,811.349497217432,300697
43.71276579076804,505.39410692145975,300730
44.254876964966556,523.9058648156723,300764
48.12235164476823,430.03927217727295,300797
44.09573109513083,214.9664991859121,300830
47.96376847506133,834.2769136707132,300864
44.08440533749133,455.7652060397662,300897
45.61122155393026,378.0164683582882,300930
40.39097618859214,157.769042532583,300964
44.831638017266265,500.1242326888061,300997
46.74704547999264,139.31373889149987,301030
59.699898115369976,1656.3221650144446,301064
48.54660762223398,157.02688837285368,301097
50.730509287606466,274.0154274200736,301130
42.4414828283253,632.9205353329688,301164
47.357109710193846,707.304159896664,301197
48.7224970704954,718.1182792155678,301230
44.530475133393224,585.8367843942481,301264
50.251602228589185,203.37647345965055,301297
53.73350114834615,826.910854340683,301330
52.691884701116486,980.5652866442463,301364
50.02717938545901,377.8813227351048,301397
54.227351644160215,562.1943336605946,301430
32.5527278267312,124.5199110387603,301464
43.96657592673819,388.5402012783661,301497
45.3346109861816,671.973046731583,301530
47.178128557654006,1234.024185797471,301564
33.041032856769746,537.090147757862,301597
50.53378768943577,84.33630175903001,301630
55.227965532325186,744.8718231603004,301664
51.40477700711966,693.7489008483017,301697
50.76290804813942,831.7271664961421,301730
47.07451085754768,418.99042752262574,301764
37.82859710138679,505.7972413409517,301797
50.70925123357284,1056.1718393303913,301830
43.597228489089204,521.481668070149,301864
62.41196483787685,1287.9466450756242,301897
35.11445809530841,342.37483267282994,301930
44.173894277361036,219.66706437252998,301964
48.1138980239132,774.4528169444815,301997
41.357796265116065,333.13268809315196,302030
50.1130088903912,281.48633995157275,302064
35.9336052340969,186.37601488008403,302097
41.564150537636884,250.82139008465919,302130
49.0573291384644,620.1784578003723,302164
47.223130655822885,463.17593106308084,302197
37.278335055286696,525.1257355057832,302230
35.968274664859784,290.0832176332059,302264
39.658183006654596,295.62852061069236,302297
35.17187054962899,263.3395220401412,302330
43.61431116142161,1448.7918619146942,302364
40.768966248516726,640.6913910273039,302397
40.4519644346628,573.2385733767762,302430
33.33382811670767,178.25590308578904,302464
39.75753203473231,462.5386465072349,302497
41.3753376131494,698.8814373979052,302530
54.73957629321425,571.5787872393757,302564
44.8480205391035,441.25505372415034,302597
52.54611837528735,201.10544369028935,302630
49.60885138564394,843.1618641970939,302664
44.09472301334869,562.4554023760576,302697
67.09129025913059,778.3587713650898,302730
51.37540535377931,515.5677247348638,302764
47.974310457882815,546.4655360906758,302797
55.64300548768216,714.8559402977733,302830
59.66569643978927,314.0046683549178,302864
48.9549428692982,443.81356866374915,302897
46.72619895323593,373.0623313826136,302930
47.49301883393121,121.01316203985542,302964
59.386996509829466,711.7846455415034,302997
51.38290251736532,353.1973288909314,303030
57.164821775331234,1190.183151394616,303064
40.568012825055554,549.2363354261281,303097
41.68258815381496,533.3618447994446,303130
52.559575739441094,874.2909980899551,303164
51.61242172793341,572.1579233779474,303197
61.65445579069005,1283.928081153846,303230
44.80582483763867,312.23806061884204,303264
53.14420607844399,555.6933602918759,303297
51.53914670163651,1031.9163572671894,303330
52.713017405388406,1133.5377960192195,303364
62.10435096773301,835.4495908766401,303397
36.569138231788266,470.4981289843619,303430
40.06280505384943,107.77165121725618,303464
30.746868209411378,702.2300953130882,303497
45.75387588906318,1418.7828411282026,303530
34.919680066580625,962.0159440476522,303564
48.18212705685525,416.48263227705655,303597
44.385240665828185,57.150411036512175,303630
64.97042900605769,1442.8433547688187,303664
51.48683521378938,420.705799668098,303697
48.483211055220536,731.7782457749415,303730
41.52517731805448,521.4596487041333,303764
41.81783906717364,165.068335751966,303797
44.63716426654106,807.7235662418303,303830
49.350252452498026,649.3525828747124,303864
46.9406304206862,580.7772157085494,303897
39.67466402032097,310.7210348746488,303930
32.434379376108936,442.21103448663905,303964
40.10081100257364,417.924956935869,303997
37.18118321750184,658.5596145465597,304030
44.5145664530606,800.0533734960516,304064
47.11977142676101,435.5271406897965,304097
40.05311457475783,272.14801286132143,304130
49.14276880483728,792.5882741943118,304164
53.594824537309854,498.79478281496966,304197
43.60743680199786,791.7914555597624,304230
30.200595466623177,686.9240334613793,304264
50.06241734895066,644.5543691794836,304297
39.25548079617006,190.60722746152328,304330
49.67019562563384,622.0716665112658,304364
55.14367210097025,648.5754272206741,304397
37.92983171439034,403.1278661180289,304430
48.91043766527486,115.76908739126243,304464
40.59133716646303,605.7433470385176,304497
56.91032149568973,1194.215307257235,304530
52.735836064795876,774.5315945469741,304564
46.6058087318017,393.4985924547162,304597
45.587804108339455,279.35211657966795,304630
49.43815045614584,882.2692794754857,304664
49.26434738694518,725.0240765383875,304697
48.36140678871091,465.37433341682646,304730
42.243329724721875,502.70109376843004,304764
35.52815138853566,568.3504589132915,304797
41.15200130139845,1124.1127888897004,304830
47.14342835872287,481.69716258596435,304864
49.564615624135584,378.7488780316953,304897
38.37830105416328,415.7060081960097,304930
50.81890150119209,133.8392502121356,304964
44.218527374600264,826.3218368217279,304997
37.94892440857983,768.0791362318944,305030
45.119310660196255,890.2478055487003,305064
63.68555728909551,521.9497927773339,305097
50.01508913485265,93.29085883274428,305130
60.157099486980904,222.72338131348096,305164
50.82371268595982,609.3502288150069,305197
49.169215876386374,724.788210101314,305230
49.212894397684316,730.491025002372,305264
45.61080958835265,195.25404869503785,305297
40.43301836681561,944.1710257487517,305330
43.93864188275035,554.7957494994168,305364
44.354017889432875,256.1210970638683,305397
42.69137752422291,228.646285084275,305430
45.57776898996988,356.6669738969396,305464
36.737312382300736,341.36987892525315,305497
38.87233795535384,347.1413418847575,305530
51.17894061396474,737.3160376322705,305564
41.540269926217114,405.00597445702226,305597
43.085860445173935,279.20862969899656,305630
52.93519456871441,497.26517597234863,305664
52.681209347833736,375.0901816497143,305697
44.83414457959925,630.8994798155915,305730
34.670809131853574,160.9349941425788,305764
35.256240452395254,354.1975091628886,305797
58.60053754771309,817.1769991190678,305830
43.33823846064347,520.9970871284035,305864
42.50747388746156,721.914663706773,305897
29.776118117346726,347.1827898618161,305930
40.92331726940434,81.08210366767227,305964
42.14955631347684,718.8149025770444,305997
48.94473557925414,1206.612859076894,306030
49.51712636721883,882.054196332882,306064
39.37429600907201,491.2648137899757,306097
38.51078181088205,415.9196843146359,306130
35.89988140852209,692.5985148540501,306164
31.45286714796843,617.1171481722482,306197
39.15233698848681,712.894508339968,306230
29.430314209463354,244.8566055322595,306264
33.48708016461915,145.61546204837055,306297
35.47599987986604,610.6534325237449,306330
49.254294956847964,1182.814428303822,306364
56.063659032648005,694.2661358709857,306397
50.68743637285782,184.7837939474902,306430
43.03587057026278,295.91384425959035,306464
56.91856423022326,777.4770459699488,306497
46.32053843113575,217.60771944967593,306530
62.40799315554337,1152.4423902976516,306564
40.10484970649169,142.4010300197132,306597
44.2934733771497,399.8882161877308,306630
56.401624570193086,929.6567458429911,306664
56.91331741668839,322.4743006272728,306697
66.38535460245804,502.7846943059041,306730
55.350260369640885,403.3486770129619,306764
38.125203198436175,61.8688810779523,306797
45.412002362366216,713.1500414404447,306830
64.5528655769136,1371.1275458089235,306864
51.23556169777437,539.9172175135561,306897
47.41074774003711,283.42099873056617,306930
52.32578200766113,1104.6125372867268,306964
58.592232772467206,1191.1502587370198,306997
52.916658970242416,348.2272034270628,307030
55.02150386402798,563.4341125407551,307064
46.585258958435894,281.6136477754679,307097
41.6317122718949,194.20053331015606,307130
51.96650471701654,1039.2823874962974,307164
43.901934607403255,387.6201377272882,307197
50.572971076419314,551.5745965036551,307230
39.37267227127049,232.99267821912804,307264
49.06340142638718,300.9826404731888,307297
50.56649559393752,977.4295233482969,307330
42.623790716113604,295.01246498894835,307364
50.68498270808021,1390.8325278816092,307397
34.26256825877765,488.4764163126023,307430
35.40203060102114,447.49622932436307,307464
59.3971139907798,677.3828495663099,307497
46.68142217964268,1336.4448232859645,307530
39.87862627249199,1056.8951666189116,307564
42.04437034674206,216.6709221459966,307597
42.54640786702763,229.20317761252954,307630
41.2799189148253,464.16829438544863,307664
47.46926823762569,774.0685729843404,307697
36.95379334885477,403.4171571301371,307730
44.74865611359739,446.557776027003,307764
38.36942823953457,196.9869765712069,307797
42.12880846872857,584.1634970051838,307830
49.2234388296254,945.2530697861259,307864
47.803617315019956,535.6141715991241,307897
44.447733432873704,336.3989926802009,307930
31.426509900064,123.57447550117931,307964
38.16683254783554,683.0928932654812,307997
48.3965459812409,615.5743370856351,308030
39.29434846724729,385.1541785345407,308064
43.32332654665201,564.8893769321561,308097
27.099730941301054,248.80458290909036,308130
47.57859097722036,465.6776806223655,308164
44.158631983580456,718.8152213387058,308197
48.51654149720231,793.3452011502466,308230
39.51087954547112,384.69039754327207,308264
44.62210107516957,457.66809563735114,308297
52.8800842812002,895.8966864131642,308330
48.24113604242906,896.792793335852,308364
48.346582458874074,742.4079645472897,308397
49.289116792970404,538.1829657689228,308430
47.23693876481001,71.27161612958903,308464
48.675220159157575,1291.7229424575403,308497
41.697216493973045,428.9421366547425,308530
62.5665539960519,1258.226321059122,308564
35.886483837095305,155.16027780989717,308597
40.3566054223882,459.5443987816674,308630
48.50197462434466,552.7584575394269,308664
45.07685744640549,679.2769227564381,308697
46.449907868320054,492.2060590245792,308730
32.77672963784191,102.08599424781514,308764
46.49140475321095,484.54928407311354,308797
45.91452421435058,1329.0564661698143,308830
47.573696542021175,812.1433973276826,308864
40.21354509617614,541.6707907978073,308897
40.76190874146695,252.26679575232066,308930
40.47321379687211,191.51896495268178,308964
41.31294220088171,698.8408067066074,308997
45.42698434982269,428.3890928809641,309030
40.00399450061802,778.4804239945233,309064
41.830307130797976,126.4254053431122,309097
43.846586049341695,439.8768918176737,309130
50.58300469440081,1051.7596360862262,309164
43.370126902349206,456.63209247412607,309197
44.31037880555217,573.390330108473,309230
36.623192701198306,726.3417563708952,309264
46.702958586434896,290.2336592737475,309297
45.38146403880508,948.7227216946416,309330
43.505044518183865,506.11110147084054,309364
50.725304196986436,329.14351412319036,309397
32.70030238975162,321.8902236188046,309430
41.457846269309954,334.84698271026275,309464
32.78412197992696,834.2013460052701,309497
41.600734583321085,1219.9788821280727,309530
38.424390675853815,673.1662011893584,309564
33.87097393405561,159.75712475852544,309597
30.600605623079254,68.20293550077054,309630
45.66657336679864,1157.7640769347968,309664
44.56528274360392,642.3355739826386,309697
52.720997642974865,539.6964075294396,309730
37.95521453435951,314.6016896507439,309764
34.999212151647725,748.6551487639539,309797
48.03806158752966,768.9446389127077,309830
50.90387941536293,553.3950604661907,309864
45.14550808880076,1067.4830994040246,309897
31.74807996728481,454.0594183908887,309930
40.97046835989566,1081.4207223707879,309964
46.25827945806543,977.1715815795218,309997
39.314735674269016,1158.7515588623596,310030
39.614899476775115,803.6597394450024,310064
38.6671593089893,223.05079097324202,310097
36.471602870574245,501.22218405112034,310130
36.657439294671384,639.4321443574822,310164
46.81931751202999,822.9515077077216,310197
45.869375217444976,876.6004171612446,310230
41.98402013528802,199.5420532797305,310264
36.76994922961997,454.7708336511705,310297
44.90562158766221,969.6851498256858,310330
58.624979903100595,628.1117313610503,310364
46.33301193077145,913.2520054229906,310397
29.79160525292295,292.8602564540138,310430
35.52453568261793,378.4073645344057,310464
52.10155407688116,587.028062773829,310497
62.95659299074727,490.0673989973927,310530
55.83544293667567,1225.8033120652356,310564
39.441521393890206,209.96639013530117,310597
37.10423958735458,311.07540464418923,310630
58.11214006184465,1225.5791774325503,310664
58.97390181197852,846.4789050711164,310697
45.16942231569292,902.1232876665821,310730
34.27099552406116,496.69886578977946,310764
46.902395713321106,277.965276351037,310797
47.795146304365254,738.2239897443205,310830
49.67454720520671,612.4393599576908,310864
43.31356254356505,594.935299784679,310897
43.422839999252105,576.2569663993512,310930
42.217981863396616,390.6420073819142,310964
50.839266879375224,933.5689431676614,310997
46.05453215595928,972.7800678957128,311030
51.25933803036217,646.2802646890657,311064
49.916200981724316,343.3728795521034,311097
41.1820681095209,366.63726622278193,311130
46.72301675625294,1076.159705194907,311164
48.09945463747583,1193.2424635774044,311197
36.97092772715475,374.7505029934994,311230
38.53855412600676,130.57984587684774,311264
42.50769605889697,293.6957757644348,311297
51.56966185862908,978.3699757866568,311330
59.4204058042112,982.015374062863,311364
51.327400054498824,1015.0980036454341,311397
41.22411744404177,524.5721409598508,311430
29.349449583637004,136.60980913754975,311464
43.67458840669423,531.5303275058502,311497
48.40643015323457,940.2175198200232,311530
38.590391507076916,1087.5816833305257,311564
52.69804192818528,106.91637693522519,311597
44.020899085239066,330.1604437271984,311630
45.393099992538495,406.2664730674014,311664
46.430590192248424,545.2002943994846,311697
45.25157316767472,459.49512585058073,311730
33.39759121277657,341.80090118426943,311764
42.070412945192004,274.08035462102123,311797
42.46587623169423,1201.649355874427,311830
42.995626760712575,972.3760794534967,311864
46.31972452442618,562.2831199812721,311897
37.65772932010483,272.69542245371736,311930
39.34886305841793,879.8669760098725,311964
35.00417378176015,485.10781785633515,311997
54.25102302162973,631.2265011066016,312030
37.13226049170133,679.7952307764366,312064
30.615830080342867,257.07094849157295,312097
42.078919935483626,568.3644970631589,312130
44.38325777915267,1140.3264289092835,312164
46.12404031990743,954.172904567554,312197
44.14718781582218,902.6258079545216,312230
40.24846064633227,137.86141560064294,312264
43.61367425041512,363.84741837867654,312297
38.71677439634897,995.4113803422172,312330
41.40054308785899,675.3950320303314,312364
41.11653823689918,570.2302834136075,312397
35.79051868334326,308.6387723772574,312430
38.51641645523557,482.4856634468583,312464
44.925180444789625,1087.1281620030927,312497
45.43247016800535,253.69065443330345,312530
48.18490088706945,1021.6153265032935,312564
37.483862866291986,463.7600246210168,312597
30.6516477199306,408.8764920532734,312630
49.681000958887175,687.5981437230514,312664
45.63845196012362,865.3317026834891,312697
68.68036731280813,1363.807145777757,312730
114.61711113241927,2193.717835658653,312764
206.77557548865593,14486.861381335144,312797
303.2664065554135,73606.88665496666,312830
509.100629888449,218335.5486471844,312864
772.3033421177187,656471.7477538018,312897
848.9611914273719,797435.0954502175,312930
1057.1931745605953,734620.191662491,312964
1253.468493372596,874735.1361222347,312997
1327.4490228789184,989461.8916578054,313030
1451.3083970034259,1203142.3367873463,313064
1497.8293033087364,1311291.9781496653,313097
1609.8189382716841,1604172.1859818276,313130
1665.4478925350384,2030584.1172505983,313164
1607.1017710222636,2626052.6975771035,313197
1706.574220024026,2569920.8315493874,313230
1762.1908653919395,2407559.5539292074,313264
1845.126781799238,2011364.3590871878,313297
766.290225029237,269328.2910246413,1604684
847.2125295288549,110178.72980931899,1604717
678.852158211361,37900.54729177714,1604751
613.6500026926058,69143.67419536502,1604784
629.6287578555932,55370.62728122277,1604817
756.4221627497661,102802.91170096645,1604851
933.0058056383657,203453.7666451042,1604884
639.668284247251,61939.88612817812,1604917
456.409013777242,17323.41214288529,1604951
443.2070974235382,28489.668793402292,1604984
413.071233184627,28510.756315331546,1605017
400.70673260263686,33601.91444691885,1605051
450.0926231453551,61646.630590133354,1605084
610.4476230715472,165543.69948629822,1605117
751.540008671525,315530.6153660042,1605151
877.4685782826384,297940.0941266452,1605184
1083.6538147122046,209557.8098596871,1605217
1476.5691909844434,187658.62423554636,1605251
1570.2440110737357,74565.94568706618,1605284
1379.6939588831003,221642.9798214781,1605317
1306.9912631146135,192403.43814206723,1605351
838.0211670224196,95938.52362238179,1605384
585.1154000961778,2194.768570289833,1605417
636.2425865527488,72688.97105666788,1605451
924.3487244060552,108739.23568889863,1605484
1146.0854507710458,74042.13953092934,1605517
1122.718705425671,190667.7084873051,1605551
910.9472121761826,109889.17662844111,1605584
553.232880784028,53174.17961940542,1605617
487.5819941184941,145145.39901143283,1605651
448.8712180498477,94589.82960644603,1605684
381.758996403929,91166.66866466492,1605717
344.5477383267754,42498.85601390396,1605751
363.03040693927886,12412.92363750157,1605784
366.1219401209657,18904.324962060018,1605817
337.23832636457206,19301.3112308224,1605851
282.8887103855282,1778.3775364127512,1605884
235.40754065348943,4178.88980347571,1605917
347.4299204543643,20472.6503730741,1605951
436.1275712803028,34272.14156914436,1605984
