center 0,center 1,center 2,center 3,center 4,center 5,center 6,center 7,score,MILLISEC
-0.14114271073205714,2.088497894561323,-0.8961900515933354,0.436962196456473,-0.4502761482196503,-1.2231417473402573,0.24590255960051502,1.9170922768998744,0.005127429973984945,194031
0.053692858849930414,2.25320740343893,-0.73205282006451,0.47090851724784194,0.910428027660009,-0.1701521594615276,0.2248805889707653,-1.1570028975700444,0.002530070902711281,194065
-0.6292953633221978,0.920662595246302,0.03332159092156957,2.0536116750907434,-1.3146146127275693,-0.15957208828770597,0.36958596050558545,-0.39545523096824214,0.00588730558901762,194098
0.054182046155614096,1.622570779771238,-0.44594690054584946,0.37250440210291264,-0.1891731827006974,1.3466430559932,-0.3497407756452343,-0.6518110770567155,0.0019688687328125194,194131
0.12211940356306106,1.5537127076348944,-1.487516537299266,0.7512010553771399,-0.27836792220567835,-1.956647514982725,0.5221983652649953,-0.7351685580374824,0.0030047633130107308,194165
0.044991840225759104,2.0273054506697687,-1.0327959629998633,1.0230930060759447,-1.733194434675153,-0.4331210007961338,0.43918931372028813,1.3849192731600184,0.0063810782424215,194198
-0.8172546951475999,1.1736366541785679,-0.0738077621702474,2.2878238614240485,0.5032698742944984,0.18093608659430227,-0.3809935743051525,0.8345284007980757,0.0048367436494101326,194231
-0.49905650788841055,0.5714839994128498,2.137827265631761,-0.00556985269394415,-1.6218992062079016,-0.8372147322288772,0.2749980351411994,0.8226506787693844,0.003997994965471313,194265
-0.14228866771072082,2.082199843061961,-2.241279710984843,0.4864725424082055,-0.7260672496493239,1.5656612428090981,-0.4063126517342937,0.28482469758305284,0.0031085759512889228,194298
0.31912588150375104,-0.396508946843688,-1.8745867349470322,1.7303126931295045,1.0110796096120078,-0.6816139281978872,0.0478551466258073,0.6697766514743474,0.002473829958087094,194331
0.137351090230922,-0.6065369070716804,1.0134308597152277,-0.2244286567120859,0.3925563858274423,-0.3773492638424411,0.7918940085069844,-0.10089219454317687,0.0010177726966358678,194365
0.08224252628163593,-0.2655069444815103,1.442942014682445,-1.4068772232095497,-0.6100310011981164,1.0164968100426617,0.5599115338263979,0.2899536737568349,0.00395395035941029,194398
-0.5214609315025176,1.506151449931839,-3.080199598776406,0.05873204188948661,2.0560162543236253,0.4646058749111574,-0.19449292245492272,-0.3734962154668105,0.0022228176928676536,194431
-0.6118847808079233,1.5244816598483215,-3.084108512426003,-0.2631272019661248,0.20022075914132664,-0.3856130119078317,-0.14019564291120973,0.40944389111853013,0.0020429715238495672,194465
-0.006737938315317071,-2.750451960573948,-0.6428201359706395,1.082859848211836,0.33406026467389804,-0.431597588685873,-0.2546982222536314,-0.9181258940339733,0.002050808298637337,194498
0.013080355945446803,-2.3983869163789255,1.8360799034450463,-0.6202225910555882,0.24906963804388682,-0.3135889810055353,-0.8851293333786604,0.5169716557226625,0.003686048727124272,194531
