center 0,center 1,score,MILLISEC
995.1031587614801,521.4307240660066,4398.362738339502,292230
744.1700074579733,999.8476451116575,1879.5492517384696,292264
1037.2542866332985,764.3271550847844,868.0358886774939,292297
1033.880650464009,764.8137028061147,2499.8404768939413,292330
1050.7050361941551,744.8764998306766,3676.5415329915763,292364
1015.826476057855,1269.0090622213854,1710.0564319040218,292397
1044.7188896770872,1260.8873859310354,652.3532414996656,292430
1167.5740390615335,1041.8890132037352,1680.1158230228316,292464
1255.5251142705324,1018.9874163394674,688.6621794768091,292497
1287.7936441359325,936.3590004708853,9929.305391537082,292530
590.8950837500681,1141.0750611036096,16500.563941914792,292564
531.6464990950284,1090.0897998609373,27163.982591313503,292597
1046.5284158758348,661.175391971813,4010.005279017188,292630
582.2654034029499,943.8896981912186,3600.190118792213,292664
591.7609314579664,974.6216956249066,1442.040333785426,292697
979.4710285553035,611.1538267899498,391.00337665269944,292730
1024.732688527879,660.1174137984848,2284.333649939762,292764
1071.8557627772527,924.7515020052281,2134.7980963460514,292797
1154.9890607211564,979.7810528291965,116.16095593110613,292830
998.2603596889107,1185.4842876695159,569.5540397400616,292864
1170.8115634037956,1005.681442044629,137.21547620535262,292897
963.2251621182045,1338.8492503462585,2749.8461763198493,292930
1034.8176697409797,1589.18186498588,11043.91231347885,292964
1025.3179732012945,2198.9881764120514,9640.043064311532,292997
976.9396002580087,1342.125267464307,2856.91704217833,293030
750.728979059687,1034.574389014584,1383.6668760800014,293064
953.6320446077808,1161.382365975995,1954.1387977468112,293097
979.610374618107,1027.7102960393786,327.92733020420746,293130
1022.473764583945,987.8084449936514,44.230842210930795,293164
1062.775557555868,1002.0832517979173,31.939584392495657,293197
1009.5920567854124,1080.1453605881015,169.30310064040452,293230
981.6765794505225,1030.887481736004,40.67468665775169,293264
1014.3705127060325,922.215267711395,776.7703620007483,293297
987.929209894502,941.1726727864552,74.70098977996986,293330
990.5144920502469,1063.7880427980003,59.63283075310702,293364
1002.3714323237934,1041.0461084889564,67.409328917375,293397
996.1186977425273,1035.3948792923777,112.08236416609937,293430
1003.6123150278369,1050.0461894602543,53.25689957275282,293464
990.3241983090657,951.8873120571477,15.407403951091235,293497
984.0098784960968,923.1793625452052,292.8812415094733,293530
972.10689075695,1009.2893539515811,28.354354284341174,293564
1016.8264208697015,978.0367820979476,31.843646620192544,293597
993.6423652011614,985.7192807588372,2.6397551451831704,293630
1012.4518741447354,983.6732180963351,78.16203265030497,293664
1024.5628906107854,995.543570116346,24.70654661733753,293697
1034.494897545857,1004.5788665688381,33.50450825967902,293730
984.7847480541116,1002.7126230981329,65.31638372941734,293764
983.9181946640778,995.8898890960738,7.523243873188642,293797
992.11865505508,955.7117766356131,16.459433359389887,293830
988.1643753069509,1036.0333006231026,99.73389937881772,293864
1007.890083990425,980.4504067009203,30.662875019430345,293897
1004.9083635270766,1034.668797738757,33.50014233387027,293930
1083.7102012149278,1006.1889820171345,27.119393473748858,293964
1030.6530984485075,1161.595884978937,740.152526792702,293997
1004.288584448735,1433.0090718484653,753.7513167647315,294030
997.4291399237368,1378.1589168161993,467.4886647959064,294064
1016.4022704253146,1450.9066131216027,1437.7397394126906,294097
1054.6201237329385,966.0921470448278,481.33589799755646,294130
1017.2952503039621,357.71776584340904,3133.098967199371,294164
1012.8790321435973,156.40012787718558,239.85299507965223,294197
986.8724007481935,268.20514536451384,1380.09171319741,294230
942.5348619521478,628.2061763465877,6068.0272038764215,294264
943.7998404231566,1887.220442873593,4164.6889737792135,294297
1865.7891091974998,1085.439542274959,4070.000052741728,294330
998.5146644121178,1148.5425547188054,568.3719631645384,294364
965.0168016568657,1069.530738221207,761.058015962675,294397
1003.6454758055543,967.2100185453401,120.37157333064695,294430
934.5822038227917,984.4771445677321,48.69281335223913,294464
970.0975634649466,1031.2239935698094,230.0604499978761,294497
1013.3443131339221,960.927156448396,19.442431311634284,294530
1017.5354167950335,992.3052360524085,31.732741843914027,294564
999.1521858149883,1069.0954120189647,102.12766490477165,294597
1062.5626990017004,1006.3624925518083,16.524427035965516,294630
997.5883936763481,1029.9757404694674,25.427699094808688,294664
991.7703740737705,1013.4019420649322,24.116593353515967,294697
997.6933759291652,1009.2517029958384,1.942101652366707,294730
1025.6507253815282,998.9328251041896,73.56236735551168,294764
1024.864478523928,1000.3964214250269,65.84052790158006,294797
1007.6060501364668,1021.6041307669033,18.438182710190777,294830
1001.4068650294103,992.7475870738883,0.8657467700962325,294864
959.5191504081615,992.0990336568339,36.80593374122593,294897
973.1916564260152,994.9995280450079,54.563459242516466,294930
1003.2289900971255,983.9368591465535,35.19169916990188,294964
996.8298640519254,974.1873536440513,26.57770737602973,294997
998.9386022622421,1006.7859298506509,1.6379281191339317,295030
1005.0840507664132,989.3295709721812,23.24071598259753,295064
1001.411343153473,980.761596585214,8.269347583018808,295097
996.8813014269687,987.4381866123009,3.7335670881291043,295130
999.2685116807696,973.6575373302463,58.75325063988241,295164
1015.0861824970025,1003.2862893365805,17.47391389145717,295197
1038.296180829033,1009.0964289906871,99.05454928355577,295230
1042.18998133094,1002.0141472441192,78.88517710511037,295264
999.380044618049,1026.9107549126986,18.236429388239856,295297
1008.001748036861,983.7910127834881,40.93628171636078,295330
959.1008122212469,990.4620113651957,111.05522406437595,295364
985.9634518409504,1004.9020992350386,28.151361531755708,295397
1010.0678482745058,986.0329609095226,32.95350568801594,295430
1005.4115150678322,992.2992286004787,9.70758896181049,295464
1001.1916485017603,988.0887142985704,7.328793609878997,295497
981.5043277087095,1000.6189882943812,14.486034466998285,295530
993.9097975251851,967.3815172929447,24.451506756529465,295564
982.16685290051,1002.5991747686257,22.84607736546349,295597
1014.978984829856,1003.7872243047618,21.879541269801603,295630
1021.0416140184295,999.3618822942127,17.5059074768971,295664
998.4204408972787,1016.0074899655483,11.086052652676667,295697
1020.0664179940499,1006.1324852078945,0.05447794677899873,295730
1000.302329687368,1012.479110026706,5.930744527282117,295764
993.3462014530338,1002.9985044854254,8.659247063143567,295797
987.6749809692118,1006.4566557979534,8.505573973662488,295830
1000.8818300337739,983.2014035791447,14.2498465950411,295864
999.5552073974432,1004.0501369098394,3.7614473256226084,295897
1014.8068781792919,999.9631349978172,5.182916269996353,295930
997.6312289320662,1007.7286341074168,16.344847596265993,295964
995.9391558391546,1001.2681061462554,2.586915131411051,295997
998.4401509604295,1001.6956126304291,1.0457622152942783,296030
998.8406683909867,1001.123794212443,0.250965620774102,296064
998.1126071411782,1005.1964623795395,1.762887367596371,296097
1007.5857406253574,993.3327740490596,13.180230760026012,296130
1001.3968328634505,1010.1712726067793,11.30650484015699,296164
1003.2585863722724,997.9099198571967,0.8420624271662364,296197
1004.4238263207001,996.7499117544058,5.278898263986455,296230
1016.4713473581044,1004.4363246217322,6.335824309009539,296264
997.2766981972751,1026.9518002321238,35.349786192815124,296297
993.6025337444796,1002.4328000346776,4.490823401845482,296330
1002.3209890779423,991.7958459279813,3.5078830523866182,296364
990.8053894142021,999.9471862667394,7.258055555189593,296397
985.8571208260759,1003.1548945781697,20.049416924857518,296430
988.4982708881116,1001.9576964411453,19.13210589758397,296464
991.8352649400283,1005.4997774320301,16.841439020365193,296497
1004.5744275916758,994.9841664136934,3.335091733294658,296530
1003.4146581277378,991.783746589951,4.619083516173519,296564
1002.886378863997,998.3351140774324,1.3288712474866562,296597
1008.004501085542,1002.0067280377754,4.480496733970554,296630
1003.4210960763415,996.3620092611536,2.360969802735981,296664
993.0503811015789,1002.2811610765332,8.154016835886761,296697
1004.8137177472953,995.6752139644818,2.7828948286929758,296730
1003.778730429428,996.0051443159224,1.8572009788508919,296764
997.2911548721668,1004.9714189397433,2.6092340392401603,296797
1004.1384366709602,1000.3798236765672,1.3667046722104033,296830
1001.4939309300146,994.308805150593,0.32504827776866657,296864
1002.426355772106,998.1207341799889,0.5210027639984303,296897
1002.9783305957311,997.4652876165667,1.1746843201211583,296930
999.2224473062518,1002.0497184504708,0.4173717214083883,296964
999.5409242438903,1005.2800846989076,2.3449801045708245,296997
1000.7856611855286,996.6670065884796,0.38741045047607414,297030
1001.4922226601988,994.9900286399995,1.5339334700586893,297064
994.5338078771078,1001.8163416669225,2.81253724653254,297097
1002.3731439566097,1000.3598637745287,0.1178792205474605,297130
1003.3589383951738,999.8065851946103,1.011617899276386,297164
1000.800084516373,994.9941340218809,3.183804031382432,297197
996.8706915029065,1002.1230782033638,1.0291063961553444,297230
1002.4721278531108,997.4324286784687,1.7832834053700393,297264
1002.8759142940316,998.526875489858,1.171887130828429,297297
994.5718916909103,1001.7074366470197,0.7359014412571275,297330
997.3735508825166,1000.9260967775964,0.5590316525111312,297364
998.5884310718477,1003.3758019804942,1.3162635725154357,297397
1000.7417509815036,1004.0821679524042,0.5582739794732378,297430
1000.0355653078657,1003.3954786688704,0.2552798721249581,297464
1001.120692410435,998.261451603776,0.24523335944971253,297497
995.5670469772156,1000.230847167184,2.053414356973382,297530
997.4783730013369,1001.6431172944917,0.16346739271974703,297564
1002.3510549760646,992.6235298181398,0.6287735728265165,297597
1003.5775493988366,1000.8194269536943,0.2512584068687833,297630
1005.7890041389865,1001.6578777068071,0.48927797931564376,297664
1001.1758116787163,995.763383483767,1.710110862419122,297697
1001.9829335654599,997.5083654579266,1.316842295270591,297730
995.3562176427091,1002.1782905561691,1.1391503316356602,297764
1003.1006585871392,998.8160713700737,0.5008405301645965,297797
994.7295694710929,1001.8026395009953,2.9163412450317,297830
1001.425649463713,995.8516286694583,0.21462826330486706,297864
998.1286774637373,1001.2449451789059,0.5098361703182598,297897
999.3062593619636,1002.0277934447395,0.6409314133894307,297930
1003.6256869568,1000.4430487626317,1.1707613070860332,297964
1002.6433995040267,999.4948688050856,0.5309515270265738,297997
997.7748175247406,1002.3700417161233,2.3678960893416905,298030
997.6947286295859,1002.6899016588054,1.3215234241614404,298064
1000.6036796940125,996.4271015101625,0.7782601037678537,298097
1004.0047314348961,1001.536996557816,0.9573641851379942,298130
999.7954443481606,1002.5913017879478,0.03673175455102444,298164
1000.4363842991295,995.7707154896171,0.8256921712684285,298197
999.260534794808,1003.0214354638688,1.5068812755418488,298230
1002.6920678124687,998.9724720932004,0.0937167645002944,298264
1000.748583755983,1004.6578734592797,0.38618474781237516,298297
994.3688264933928,1001.0969498174369,0.5929989957808699,298330
1001.445774488891,997.9014576222527,1.1528285682700052,298364
1002.0576856426628,998.9825124239724,0.321780440841534,298397
1002.2709060749041,999.64269261547,0.10459461207759715,298430
1003.1177558877515,1000.6192919361579,0.27373570570516903,298464
1001.1418443579112,998.7081655819181,0.8059805121717197,298497
1001.2922052245758,994.2253265734081,0.9358052046657157,298530
1000.1223587927575,992.9884188649936,3.41395424862118,298564
1004.2901416015623,998.8652502147179,3.8517408591144524,298597
1002.6425429203379,1000.7886212490998,0.412907073364752,298630
1001.6707743382791,1006.1635055502766,0.795941442928678,298664
1001.7704605769807,998.8426036852097,0.449564164347243,298697
1002.2758191470797,999.6925457069868,0.36137595069363015,298730
1002.5041082270263,999.9994361588016,0.48180442119328265,298764
999.9829259301163,1001.8098141005337,0.12725768786125638,298797
1002.7396356681945,998.5764156455716,1.7744938721535592,298830
997.3295670386639,1001.7923930532611,0.44131453077713995,298864
1000.9024619454735,1003.0099272289852,0.3561966593667747,298897
1000.6975717645794,1002.8284997944564,0.09589157945393222,298930
1000.7250822773583,997.459272351508,0.8477607793762469,298964
999.2201217900674,1004.0443217308687,0.7185678743161402,298997
996.8935903085567,1001.4835761565856,1.255853856055483,299030
1002.9497429868037,997.2772219762497,0.1448365563044023,299064
996.3152170089512,1003.3068176610583,3.453123466471138,299097
991.726018771875,1003.0798903776722,0.44158830482476186,299130
1008.4017056709097,1001.9285487286706,2.146593967868695,299164
1002.6692899889337,1008.8791903036079,1.8886967871075417,299197
1000.5449255679472,994.778631956661,1.1005131121997465,299230
999.8160636617285,989.6974285103503,3.8710751731228044,299264
1002.8432022879587,997.3716580766688,2.6172410579711025,299297
998.5571367787784,1002.6150120245171,1.0418181317786208,299330
996.3271493403499,1003.7746488577474,7.508616601608367,299364
998.8927450357869,1003.1049075990381,0.9880892122339067,299397
998.7519703161909,1000.9406288372206,0.31524158029994637,299430
999.4062427664797,1002.5357848974769,0.5295355104818956,299464
998.0677298075834,1001.6605467424723,0.41214643750758073,299497
1002.7653227592564,1000.3292952693746,0.463604135583349,299530
1001.5150458392313,1003.5255234523954,0.1772864237774689,299564
1001.1448446653461,997.5734824273159,0.7177262700103835,299597
998.2379228387247,992.6958245102071,0.6395253026709291,299630
996.9032984827785,1004.0109561155197,7.05077932499093,299664
1000.4956819840603,1008.2211923620778,1.8451075462089868,299697
1000.5821341307691,1003.3939907702738,0.23542943092483576,299730
998.9519570593731,993.6931115792239,1.1899897988853312,299764
998.0526816183165,1002.7591934258195,0.6757715899734581,299797
996.3839621350797,1001.8999225850324,0.6360992848066792,299830
998.9482208105734,1002.2719511606662,0.7424057105164937,299864
993.7226017589296,1000.2695959950119,2.797498171001571,299897
999.7461074502079,1003.7586788707405,0.03821956075509637,299930
999.9165874629985,1002.5400708926561,0.2533716302879306,299964
1003.254975783621,1000.5585513528279,0.10626513568673764,299997
996.8931738155297,1001.7008661282099,0.8998383952757034,300030
999.102999600494,1002.5138362838545,0.1209373487078815,300064
999.5364686490758,992.5013853894613,2.6782724281998993,300097
998.9127147555494,990.8183486391439,2.5106397587470446,300130
1000.1830943862575,993.9546458706262,1.9314032375500374,300164
994.2662983533346,1001.4230906679237,1.6872697650986375,300197
1008.0631537095248,1001.533348278631,2.0426247592472526,300230
1001.2940874233323,1006.1182833047017,0.32039286099081943,300264
1000.5511209804894,995.5237294828187,0.6741974595513959,300297
1001.7456968334642,994.7343702260824,1.3484017499733814,300330
1001.4369778814462,993.6181359053386,1.183465340698897,300364
996.2310000588122,1000.6399267643078,2.1599878000638673,300397
1001.9173354936885,992.4353745387423,2.802647995090255,300430
993.5925809775651,1000.6317787731108,4.739196152607583,300464
1000.4571626278325,997.2176292063834,0.7725973332926316,300497
1003.2058058845741,999.2522204128445,1.0888315855653745,300530
1001.7498420655861,1005.5317001467432,1.0031372586948992,300564
1002.5105062442746,997.6010286023317,0.9865868813285987,300597
1000.1094683559671,995.4011348757833,0.46305804774415177,300630
1001.5305659353214,993.0629385894935,0.8203978199178825,300664
1001.706196147348,997.9829657864908,0.5572800085813348,300697
996.4998745609555,1001.2160669576615,0.509812665254721,300730
1001.6628768608911,996.4215695943476,0.9109301126102292,300764
1003.6896038353165,1006.54797700283,0.17548834766236285,300797
1009.4478688867493,1001.630915146938,1.407857525859383,300830
994.6010228413844,1001.4449476252627,1.9322706496581865,300864
995.2929613622717,1001.785848475009,1.6367022117236272,300897
1001.03293464454,997.2022160521869,1.1343744071580497,300930
1005.5814238538817,1001.1185450888831,0.9269432941245782,300964
998.668214947707,1002.3832092544535,0.2596641098043376,300997
998.3252968623459,1002.503139797172,1.9428655500448202,301030
999.94361488002,1001.1023704502621,0.1331515909954094,301064
1002.2987544325409,999.9489864514344,0.3339156858819031,301097
1002.004403369463,998.3760577483577,0.8043028629743976,301130
1001.1862395457055,997.8633079682539,0.595690858944416,301164
999.8871886730708,995.8860376569198,0.887941970316389,301197
997.5250053911642,1001.5994037916676,1.1719012850396482,301230
998.4949405967727,1001.3849429283604,0.2590868776292044,301264
1002.0719933496352,997.0854836848196,2.047376576914913,301297
1002.5013769152981,998.7051616968844,1.1914263451151808,301330
1001.6475245446012,997.0324058333271,2.0946314866319256,301364
1004.587895164597,998.8728346688855,0.7205974768174117,301397
1006.6632992539276,1000.6990505353043,3.8469287232985443,301430
1005.0624612210905,996.651774506372,3.123841661442776,301464
995.8046819099577,1001.3550818765539,0.42838896633753654,301497
1003.1822322361978,995.8222732998092,2.127140479257778,301530
1000.0154402173441,1007.0918528118475,2.2954615292295397,301564
1002.2726804875325,997.1340905728625,0.3265359739036453,301597
995.3600869523614,1003.1857410756455,6.340262379907697,301630
1001.804376771873,998.2639078564501,0.8984349890546841,301664
1001.4062193360459,997.0791921440139,1.3841624286460879,301697
1004.4520826958745,998.8136509793384,1.179797562776124,301730
995.6844303018618,1001.4402217986839,1.495400064548527,301764
1001.4822077096169,996.7736239111807,0.7696546320369931,301797
999.4955394962144,995.8734859408598,0.5332217370829864,301830
997.6280304570618,1001.9307875064798,0.5433665327837721,301864
995.4029334897501,1002.4442674294913,1.1925582003915232,301897
998.898506077937,1000.7995638905984,0.3578997145876933,301930
1000.4843464242983,1002.0467639979739,0.19868069113538236,301964
1001.7716624984143,995.7664413223774,1.9310877660261774,301997
1000.6909670591299,1003.0889985893042,0.7374314007363534,302030
1003.1667987775907,1007.2819863374903,0.2990642567682755,302064
997.0704580772632,1000.1586354988955,0.42295403092874545,302097
1000.8096348180595,996.4100561515826,0.45988427363616136,302130
996.1345710805432,1002.1026589206725,4.123109743859601,302164
1003.4105770476294,1000.8943051146633,0.36431698000839935,302197
994.4788170855945,1001.9803051149935,0.6338442134016663,302230
1001.0268226424203,995.4823910517915,2.0056036530888646,302264
1001.3635550685702,999.3162662540824,0.22446434754670364,302297
999.0453710236397,1002.6271719711223,0.7910696088757303,302330
1002.9348980538706,1000.0064161353675,0.2212346426442286,302364
1001.9531165733923,997.8511611037982,0.9954268405182788,302397
995.6768456061897,1000.6776025866102,0.9057468303352486,302430
999.7357833662387,996.1625812361258,0.06277224734574009,302464
1002.2402350194799,1004.3342530330711,0.1900586597999531,302497
1000.9586710418444,1007.3301345636395,0.7910929158300208,302530
1001.6956036174126,996.8334865964325,1.734154837721055,302564
998.7116365049401,994.1835846562747,1.25368769955668,302597
997.4498741745872,1003.1530292034212,1.7988072800909642,302630
1000.9597581801283,1005.1467554541476,1.8500031833823947,302664
1001.2014666019891,1006.3205254788357,2.0986192208521657,302697
1002.1106852616216,998.3087963832628,0.798032073962458,302730
1001.8462952855101,997.9627108786999,0.8568664613126868,302764
1001.5491336466724,998.2343905188213,1.6403691670114355,302797
999.6763622521962,1003.6294711185286,1.256333466436702,302830
1002.2782799349151,995.0573147692098,0.46402285701405804,302864
1000.396542356795,1003.7280508185472,0.6064324554854834,302897
1001.7440647521312,997.3976137930149,0.4629871024407632,302930
1003.9102880029666,1001.4814251462682,0.22650891990010544,302964
999.0899609052308,1002.1010557295795,1.13965329561233,302997
998.0037029116621,1001.9178676192578,1.4000028782133456,303030
996.6247670473846,1003.2519245831836,1.2745527029662322,303064
1003.8013303317057,999.0490583948973,0.9430418805898398,303097
1000.9118183833039,1002.4824187984545,0.2254565023881765,303130
1000.4264987070464,1002.1031894779921,0.3714660701540653,303164
1001.5200269521127,995.7802559497347,1.6541125760190265,303197
1002.0013119647614,991.0943437289795,0.6232239076321828,303230
996.8921706985165,1002.3146158487327,1.1286848057737808,303264
1001.8970404843096,1009.3656423714847,1.0562150252978124,303297
995.8132583669144,1002.4754166508893,3.1882806517098006,303330
1002.1718810836633,993.3926716057452,2.216612185595408,303364
1003.2774415232861,997.0021406665973,2.1178007824566913,303397
1001.5762121899954,997.9819539637969,2.648207617793498,303430
1001.4887604415326,995.5847427428537,0.7656326278436263,303464
1001.2608567149027,996.066051266303,3.186692225353283,303497
1000.2844558465385,1002.6005130642594,0.5296786879565647,303530
1001.3663826856977,1002.2621911221913,0.020674954236606407,303564
999.2181777890878,1000.9800086571277,0.02663160806823458,303597
997.1596121909174,1002.1640141557365,1.5401816598366769,303630
1001.2179153546367,995.0005025124359,3.748778332451896,303664
997.1052079786703,1002.3380946393777,0.288109546113024,303697
1001.481257020316,997.4096450305661,0.8334696060902562,303730
997.8435919678585,1002.7013513504407,0.5327749454855701,303764
993.7636589664496,1001.5749369123929,2.103496407206533,303797
993.2230096996793,1001.7324583998449,2.470274166137808,303830
1007.5122828035398,1001.448065644669,0.8174532404965287,303864
1003.6722173763333,998.7648526290917,0.2935184230912903,303897
995.5214124620383,1001.649669927281,1.8101725767374852,303930
1000.0289220868149,1004.7741039656626,0.5239919064825782,303964
1005.1835653252593,1002.250771306575,0.11313230030808977,303997
1002.1813609699511,1000.0519669389126,0.04594273367810166,304030
990.9109025750739,1002.4403761333269,1.8086417452725438,304064
996.3944659284256,1000.8781816928465,0.7871248132077151,304097
1005.2313166629858,1001.3086520814018,0.3866135410994181,304130
999.9399028224321,1003.2748065161026,2.0738634322250022,304164
1002.0808617995493,1004.1085598679059,0.15713205805364974,304197
1001.9233977064735,997.5661996127482,0.8084854336291608,304230
1002.4838869709326,997.5807981173821,0.7532819523700415,304264
1002.3538250514641,996.7241343521285,1.8475237589579998,304297
1001.7244408211028,998.8215473226518,0.36782704983606174,304330
1001.1679447679236,998.7895393657005,0.6302429638958973,304364
1002.7896090407,998.9112240374056,0.49319367359187016,304397
1001.584436580985,994.0331917908841,0.5752864615693525,304430
998.9521991150548,1003.6138549974315,0.5395875949899488,304464
1007.2250209405904,1001.4751642087825,1.0001602861519916,304497
994.6314258494458,1001.5233999270874,0.9477870138504413,304530
1003.2208131812258,997.2554210035644,3.300223202944969,304564
998.0493857488881,1001.2800435456011,0.9639226881443971,304597
999.7365859489983,1004.7312204054391,0.7251260636148937,304630
997.7678351323444,1002.1526874490327,1.604720661309242,304664
997.082282103362,1001.7440668043663,1.4834782308448968,304697
1001.3324823338029,998.6348214194109,0.5532733832824142,304730
1001.4046633653303,998.4525970155935,0.584719228572874,304764
1002.7527012910782,999.098521153457,0.6950387634345055,304797
1002.8845796128439,996.4873125267166,0.7263741742954168,304830
994.992787136196,999.7985146869547,1.299436633414429,304864
999.0616995684636,1002.9971311703939,0.34110052491741044,304897
1003.1387334696008,997.6817635256921,1.7318021611331127,304930
995.7128100009561,1002.1971095148077,0.16294413150414294,304964
1002.905173575193,998.849838564336,0.17025288960494653,304997
998.0341872241913,1001.8543823104272,1.7824399346404025,305030
1001.8417275282884,996.7993780094367,1.322386507693629,305064
1005.6624296854181,999.5892657190116,2.210923284894224,305097
997.7278580458326,1000.8166665278911,0.6970234199112453,305130
995.0056567685051,1004.1843865111225,2.7329541176939407,305164
1002.5305045172104,996.0190761225409,1.270009974058044,305197
997.9208974738409,1002.2399174116291,0.5886096945641575,305230
1006.0150700388883,995.7964169445728,0.9691420704647926,305264
1001.6947355054845,996.5432453874455,1.0181454215418646,305297
1001.3580465109344,994.6677837348508,2.250150244339106,305330
1002.9378622446596,1000.420411627032,0.31558088965633946,305364
1001.8888386797482,1004.2589307544146,0.00394315631815248,305397
1001.3000049560433,997.0300898167517,1.840060022280909,305430
1003.4047039953521,996.7144715800566,6.809714310876215,305464
996.5946148322773,1002.3493932806487,1.1817283488875312,305497
1002.0681148659714,998.1192313546513,0.7945351666435105,305530
999.4462729017201,1002.1557197989071,0.2538594499924947,305564
996.0343145191825,1001.6756500692827,0.7929550887184289,305597
1000.5379679470877,996.8119180667936,1.219757049800417,305630
995.157997716005,1002.8814980545098,2.81609310002991,305664
1003.8821733983799,999.7896378307045,1.221194306718997,305697
1002.5202448827993,997.8080977823341,1.1268801057637057,305730
995.4508555756713,1000.3600751474781,1.4696840248474032,305764
1002.0915294161625,998.9327863155289,0.19972328686083224,305797
1002.9099682402739,999.043190134123,1.2390612294682506,305830
1001.1182512901976,997.7419506064682,0.7975469254154419,305864
997.0725971281807,1001.6538622242414,2.3577501428506498,305897
996.434774939043,1001.8573670982335,0.769971705465144,305930
1000.8051505126435,1002.6297688982349,0.24903204781813057,305964
1001.6918312778129,1004.1898035204417,0.2204930116229143,305997
1003.1795180249991,999.5368927658449,0.4836921043686126,306030
996.7884744431009,1001.7334303335113,0.49615133983396564,306064
1000.9281200977549,995.7085289283875,0.9492062511542725,306097
1001.4985326680093,998.7807488817696,0.019703563258595104,306130
1002.7379901737537,998.7197659435326,2.445482858747168,306164
1001.9296145082783,998.4898597381948,0.6380570342554404,306197
1000.0427537493862,1005.1761039738261,1.7925386757266115,306230
1000.9657921646182,996.0813219812928,1.1863330067123417,306264
1004.3071768630198,998.4714140136175,0.19085991744200578,306297
999.3747148707785,1004.5628277114129,0.9176383501225054,306330
1001.9112762051949,997.2652606002076,0.23569030215806555,306364
996.0352769108194,1001.1025627903291,1.286124456214213,306397
997.259970593319,1001.7609972853229,1.7630116340540751,306430
1003.2086866783599,997.9629049395897,0.21472966233167584,306464
1001.7568343744329,1003.6398610209706,0.158618391813299,306497
1003.2872973674616,994.9273380705407,0.594752358664252,306530
1001.2913190946329,996.4030309066708,1.3554445841916303,306564
999.0325238510752,1001.2505183273366,0.046244644123933996,306597
1002.8086548272406,1006.7581636122948,0.04144286402349147,306630
1001.6376447889032,1000.8536079938522,0.039271318752112545,306664
1002.1940929780019,997.6447210420266,1.2084615814789805,306697
1001.2996417652911,993.5959526062047,4.4496262473374175,306730
996.6015157579017,1002.141460452053,1.248570642239769,306764
