centers 0,centers 1,score,MILLISEC
1009.837881089617,1088.5594443920295,156.0688452477054,278397
1109.8310682261513,1015.3667903627365,295.1645713408262,278431
1046.4746369886454,997.1194125651137,424.7588472353884,278464
978.4423020469465,1029.386817664665,361.28214434403645,278497
979.2375767147449,1047.476782061597,317.7220560331038,278531
1073.9868474423786,980.5426325459421,500.83981127771455,278564
983.0395773783033,1058.3072156447315,882.569676184141,278597
1014.6751615715134,1117.7229578155675,708.6091486037805,278631
1136.0347863378308,1003.1826305519726,1266.7121978433486,278664
984.5567659685153,1137.2505881635927,1225.1451266735187,278697
945.8377239251985,1081.3339770241491,1423.1183028519156,278731
1228.287018575056,1036.481053111032,1976.205947132672,278764
1039.2167172232296,1332.5411813523813,679.4678579764127,278797
1028.0439874026836,1124.2677686843,588.039328582152,278831
1039.9257700749736,1118.7913921622255,410.4705684709266,278864
1071.0085102625371,1182.5870593233253,886.6029771824892,278897
999.5317268835197,1163.1170237859703,947.0824196207988,278931
1084.3725723606863,957.8870133852589,856.5853715046889,278964
952.1245552681486,1097.9670136474792,972.1974766147832,278997
981.5069300210394,1119.6811386390166,1563.237626682078,279031
1397.4251321627216,1000.407071570442,1325.5374107752732,279064
1009.0910709627138,1160.9552101610122,1194.918639384727,279097
1011.0912571324037,1164.839473919046,1160.5179549231968,279131
999.7387261520649,1118.2526548146443,1333.7085744059443,279164
1039.9005170432363,968.0506736317826,537.4503931380988,279197
983.1829366815715,1034.990940520245,309.74575377100064,279231
976.0141275625407,1035.9345148493883,186.2204743588851,279264
1070.4383576419364,977.5520066482885,618.8554582423545,279297
975.8975424162129,1032.7427600352921,299.9521200655599,279331
981.7353637729668,1065.6743688679317,769.1657049355895,279364
1019.6389301677997,883.6022860993514,814.5018966043867,279397
1040.1863722898092,974.1512835762663,394.93794006066946,279431
1034.8667184344783,967.406828013131,550.8401809880507,279464
1082.6605282385112,938.7590652975543,1753.7212224365592,279497
1168.2686114470805,930.309521911784,1562.3576648766366,279531
1254.6550740066782,917.2246335480646,6370.127575959527,279564
1220.3244460969104,958.4473105476784,6390.4292847515235,279597
969.1163828520351,1430.6356797833066,31565.569303485136,279631
967.0555338692906,1200.9932398657636,6204.315335678323,279664
1094.837522410758,973.886972374908,1341.1142549133945,279697
987.9235722271644,1391.142342008054,14467.555225996377,279731
1403.793075919667,1021.4102457534811,3028.645336194031,279764
1168.5312232188323,1001.4929617985083,727.5564393193127,279797
549.2913616651913,1041.5009537193803,5836.784910564333,279831
1128.4180405402956,1050.087341688112,618.5662573793145,279864
1121.9014745198317,1044.87281816522,385.96320785939497,279897
1043.5983947522402,983.9556672666489,741.0515538639221,279931
1052.673109103336,990.6974555084033,422.9239115537568,279964
952.6118363010389,1024.735063017048,647.9849353948806,279997
1004.5517980380431,1084.0309676647291,343.46035453558767,280031
1071.5891899520484,1015.9252208027141,417.1558464820553,280064
1084.4925922854904,1025.150995401286,400.9386823503908,280097
1024.8445059567305,1110.752305752254,559.0252749859068,280131
990.1937184605264,1056.674001277694,386.9704224391062,280164
997.2723383959159,1100.2954148772956,467.5300639467614,280197
986.3633604440614,1061.3602624451405,441.15246965936257,280231
978.7643501054696,1052.0809964209586,544.4724211259671,280264
1137.7778952283375,992.4116126910361,1146.3628993025222,280297
1044.2818014102193,1156.0854583232222,1493.2795035135512,280331
1110.0399017070463,1010.5785963774946,965.1380456588566,280364
1115.8412598441678,993.5728003190883,1420.4856063640316,280397
978.3768659964317,1065.9226870532254,1284.440290279933,280431
1052.8291668724655,1129.7615539662497,754.9583997697372,280464
1023.9875845790691,1204.3362573566103,2365.905547781876,280497
1238.0121503843866,1048.6620450055834,2563.3699472311882,280531
1124.8026444947743,987.919479058223,2328.4163738196526,280564
982.4714739199735,1239.2066010153433,2590.639030467911,280597
1495.4654793742316,971.1301935007953,1006.4975191890077,280631
968.2726842277405,1129.231644776685,1816.1590120073345,280664
1014.38693968194,1326.0772978978262,3283.306002462032,280697
924.3349022069137,1089.9497980879366,3871.0832688059627,280731
1007.5130803455526,1095.7489668072901,953.6696635891018,280764
1104.5229205354406,1004.0521135090573,1695.4709908675366,280797
1004.0101612298016,1070.974127927645,653.98566087601,280831
1034.0628029909583,902.2671444755151,370.10860952956654,280864
1035.7999120885472,984.4130232989007,177.79936905216388,280897
1016.6299977186684,859.9877906110063,764.4979441275976,280931
1028.7129685759812,945.5998383296652,1124.1362232828042,280964
1033.3343501684697,942.9604992316462,854.8029898693752,280997
982.4342641305992,1060.0989559085613,547.5925800816775,281031
1112.8866507246344,967.5163312686677,959.2466714554267,281064
1014.708588784431,1137.2372537331007,1196.9111536933729,281097
1099.6183435316807,956.2607903088937,4146.118031824855,281131
1005.3584221303906,1533.8777656645266,3986.0391377192964,281164
1034.2612756624226,871.3346085173021,975.7396955806616,281197
945.501056020029,1082.8619685794727,3330.1370318349586,281231
1052.46994867535,1288.9602983385284,1750.9784392593522,281264
1063.2373297036206,1442.4007764834294,2942.164295194699,281297
762.4283572900473,1005.6855634571945,4795.679503441542,281331
1095.421086627747,988.6324245003162,817.2147933519371,281364
1001.1237777081229,1066.6030108649059,453.2887558260764,281397
1023.3845221368119,1135.5078159132152,572.4725916446175,281431
1072.9488646932364,1018.1791734478619,309.7391193801799,281464
1022.624292721612,1075.1987453813076,201.4204787317178,281497
1049.218990080422,1001.3474999495579,234.78544284225592,281531
1043.8906826821596,983.0972433505647,260.61851976488924,281564
1018.215322500769,1096.1114643222468,223.3026167797395,281597
1115.0594938103363,1024.7214140775277,353.16930049466805,281631
1107.8946297224643,1024.640336222636,395.78284857461864,281664
1027.8721562166706,1090.365325091861,182.3990859153547,281697
1143.8745560593609,1044.5195975103272,486.19128805812795,281731
1113.550007660656,1020.1062491797783,1503.5513083428361,281764
1065.3576080749153,989.3049571070391,482.0887083658763,281797
1019.5505341725612,1130.256662792192,779.4660767018686,281831
1008.5674917948901,1094.583089085098,395.7502389933605,281864
1040.4980711469173,957.7263759601182,832.1911580006323,281897
934.1941232587388,1042.4133404735808,1357.3048631197037,281931
1016.6354588306721,909.9204914218057,1187.0771506628287,281964
946.8700991808025,1042.8841471195099,859.7864470030555,282831
998.0701473988358,1075.5985020579083,391.49400749806205,282864
1023.6244654613872,1251.3512696281568,2010.9579171718528,282897
954.0193918364553,1057.8361214893073,666.8546113264921,282931
1124.3739888621535,1031.9109082923958,1138.1754485481456,282964
1093.23830299883,971.8629618156195,244.14761795957446,282997
1071.0662654748555,989.4337875329493,551.2277350031151,283031
1031.2261096360821,800.2868235826453,835.1916407556182,283064
954.7210944933338,1055.8269205645774,1965.73850869578,283097
1178.6103696344528,1000.6000226507957,3418.9591798231336,283131
709.7351618737795,1139.2929839152764,10626.178910387018,283164
1083.7093435385327,1309.602903011459,6941.09103576919,283197
1122.766602941511,2097.9058606143412,18662.504835617216,283231
1018.5880744773051,1226.1105157549325,7573.9413044550465,283264
822.0033093120858,1082.2527656288448,1606.6073234914436,283297
1066.9795207823393,1677.4459752850462,2939.8202100814487,283331
1043.0787644426778,1893.4141121265575,2847.7192443063586,283364
1004.1950951831495,2036.8009230162872,13344.646191004966,283397
1286.6656717073747,1031.9573738058343,4664.427848137477,283430
998.4449900613197,1306.0505457004733,2186.6691403686154,283464
962.8841881818286,1048.4457659442044,800.6927513524896,283497
939.4899612335905,1058.6867004221301,3186.2623456684682,283530
635.3353445228748,1009.6184131421754,3008.2362220686077,283564
982.0400177454129,1040.863071422531,241.82645650384447,283597
1003.0911072053055,1752.1441150772957,483.93695057637376,283630
996.5316724487308,1646.2420842634294,732.3870968508479,283664
985.4600904368475,1430.6627834678584,606.2819601820349,283697
992.5046953949386,813.2607208023759,650.3905627272553,283730
944.6932153761281,1070.8120114882324,1516.7944305523633,283764
910.1596273119167,1024.798883012246,1675.7963925711044,283797
928.0265086365156,993.8721659225151,536.0349663597815,283830
931.0876402899045,992.308311730254,213.08263195734935,283864
949.8938943677824,1007.2557802255153,118.57262807365463,283897
928.4140239773417,1025.3672470765553,403.2774678979535,283930
1061.8040142574062,905.3289897500374,2094.359854370465,283964
1110.9728746963601,907.0183914398766,1259.9745799807608,283997
951.9564194635957,1163.2561157939365,2645.530226921485,284030
1230.703509573359,1040.7465619936215,3449.3159509587117,284064
1189.400692114079,916.6940601967485,5294.266907772739,284097
1184.630784201932,946.2818710227517,3599.944294309181,284130
1167.2369120199758,1074.35793026619,717.5620122950569,284164
957.6491888676086,1092.5850499960295,776.1571811941195,284197
1093.1147746445129,875.7721820782467,3006.7226495342748,284230
814.7552814810831,1079.9172025897572,2134.1047990505526,284264
965.541055172992,730.0229835763146,6806.367445839216,284297
1021.9303663878607,705.4211716046681,5693.592908243229,284330
977.0527246842983,1467.0463523692767,25037.521079080598,284364
954.8856709041653,1170.3635132420102,4805.588727326307,284397
922.3761330688129,1243.146849921328,1783.5020125344658,284430
1187.936801706799,888.1270412142009,3888.5388852508813,284464
1351.4326965665168,1015.9114069821147,6669.859252226146,284497
937.2217534674077,1244.6863970195134,3435.0158488890056,284530
918.5223570655461,1142.1634398934125,1152.4057526055387,284564
1123.7993593164217,944.1053732104199,2891.2220683761466,284597
943.8583563842027,1028.7140272998674,698.3377852257274,284630
988.9284607346275,1159.207056569274,907.8177718546387,284664
1024.1500540402249,926.916224380719,1346.2654168183594,284697
1020.1297083108262,923.608781068571,661.7311873701265,284730
